player,mu,sigma,wins,losses,sets
pika,19.8665160974,4.50476058035,1,4,5
frogman [charette],19.8470685379,6.53515646093,0,2,2
nineball,19.8370536835,3.00608324151,3,7,10
danny,19.8132004678,6.8317061207,0,1,1
spt,19.8025232552,6.38548140082,0,2,2
dad's musical erasers,19.7703658544,6.34330364497,0,2,2
mikelangelo,19.7461948385,6.43727618769,0,2,2
cagt,19.7458994826,1.6248382332,16,27,43
multiball,19.741631196,2.1850813327,8,16,24
sebastian,19.620743255,2.92073989796,4,8,12
muse,19.5641431633,2.17144776435,8,14,22
rogue1wasjustok,19.5162381504,2.88055587875,3,8,11
fiasko,19.4961816781,4.80651133839,1,3,4
yaron,19.457187768,3.69052851875,1,6,7
danno,19.4480883685,5.26348120732,1,2,3
dimension,19.4061385287,6.20651346822,0,2,2
qerbstomp,19.3827577966,3.21005483456,3,10,13
diveo,19.3710398223,2.23070398402,6,18,24
tangerine,19.3597104019,2.75958559276,5,10,15
fred,19.3512733707,4.82054371145,1,4,5
fumofuu,19.3003820949,6.70094005858,0,1,1
veen,19.2649590252,6.50769593739,0,1,1
houndour,19.2327178645,4.7313095735,1,5,6
magic,19.2318449454,3.11875945263,3,5,8
missingn0,19.1950717181,6.10648839204,0,2,2
russellsprouts,19.1769716591,1.27318777487,24,69,93
rush,19.173098294,2.88082346805,3,9,12
jive turkey,19.1618763538,4.30369619918,1,4,5
krypto,19.1590647171,4.80958059903,1,4,5
husker,19.1404494768,4.23587159018,1,5,6
bluebear,19.1396939127,2.68059200083,5,10,15
laugh,19.1118702629,2.80647941252,4,10,14
bleachfanboy4life,19.0772007689,5.04730570509,1,3,4
brown_omega253,19.0495734057,6.32975483504,0,2,2
k,19.0428343177,5.95249011755,0,2,2
slatts,19.0142233499,1.76469594041,10,27,37
supernuggit,19.0075666035,2.4747020716,5,12,17
esmod,19.004211349,6.50799591405,0,2,2
skubtard,19.0028728103,6.87267909617,0,1,1
fs mook,19.0028728103,6.87267909617,0,1,1
tarn,19.0028728103,6.87267909617,0,1,1
jiffypop23,18.9782720931,3.36041385028,3,6,9
rabizkoshik,18.9387563269,4.96521521123,1,4,5
kingcool,18.9351088349,3.64474619053,2,6,8
guccipivotmaster4000,18.9347382351,6.43705129894,0,2,2
dixoncider,18.922666332,2.98221368726,4,9,13
ego,18.9220364506,6.43080985891,0,2,2
precookedbread,18.9052180392,6.13144583345,0,2,2
ensindic,18.8844096996,2.8025086463,4,11,15
dcmaster,18.8764676499,3.30960840295,3,6,9
engdrew,18.8731980479,2.71426431528,3,9,12
luwolf,18.8484820941,6.29597085244,0,2,2
quentendo,18.8228132733,6.15682060212,0,3,3
muthalova7,18.8067422312,3.29748855414,4,5,9
neat,18.7965521392,2.45439033767,4,17,21
blizz,18.7928519856,6.79635578797,0,1,1
turtlpower,18.7895018776,6.35251859374,0,2,2
littlespoon,18.7797815395,6.3597378531,0,2,2
mr.e [rohr],18.7703709704,6.52341434227,0,2,2
bananabolts,18.7542892765,4.12754503445,1,5,6
flare,18.7464074989,4.81872048822,1,4,5
iacme,18.7005700184,5.87207445275,0,2,2
duck chris,18.6843486974,6.48895532793,0,2,2
fen,18.6651960945,4.60992013254,1,4,5
wilbur,18.663023376,6.48087992329,0,2,2
jgin,18.6321608332,5.92034936976,0,2,2
kieuarty,18.611156125,6.46321841715,0,2,2
youtwo,18.6056078068,6.49184921396,0,2,2
r.o.m.,18.5588529466,6.38820575423,0,2,2
kl3an,18.5588529466,6.38820575423,0,2,2
pokeiman_master,18.5516219727,6.44406310517,0,2,2
crazy_cubano,18.5382455116,3.26138162636,3,6,9
tdp,18.5322048421,6.27670782881,0,2,2
nathansandwich,18.5270051775,3.36724833234,3,7,10
lecceo,18.5224563478,6.04122538682,0,2,2
failcant,18.5036619979,6.53954925511,0,1,1
ltdan,18.4788430109,4.30008980356,1,4,5
tbone,18.4739919389,6.26372813517,0,2,2
nagurnimaster,18.4700890997,6.22509745584,0,2,2
superkirby,18.4611593024,6.07126152759,0,2,2
ender,18.4497030966,3.08599991273,5,6,11
pugdaddyfre$hlyfeogg*flva,18.4491791431,6.2655689814,0,2,2
reno,18.4423554089,5.79143124447,0,2,2
myninja,18.4400545942,4.38110947843,1,4,5
dance!!,18.3990330348,4.26726977833,1,5,6
swerve,18.3924240113,6.39631598175,0,2,2
stdangerous,18.3869320511,6.13518467314,0,2,2
big d squirrels,18.3845697491,6.3955012082,0,2,2
master jay,18.3609401588,6.39052231831,0,2,2
cracker jones,18.3600063037,1.79350177714,9,28,37
shwang,18.3577767565,6.2521714548,0,2,2
nami,18.3449675847,6.12168390994,0,2,2
hasme,18.3361849291,5.59943655815,0,3,3
charlie harper,18.3330999134,6.38313840111,0,2,2
arcangel,18.3132158366,4.28585657655,1,5,6
mntd,18.3089968807,3.37688648383,2,7,9
oxycontin,18.3049578438,4.56472838053,1,4,5
silky johnson,18.2970933517,3.28213084333,2,8,10
blackf00t,18.2957405055,6.11791947838,0,3,3
quinceprince,18.2944270184,6.23604937648,0,2,2
vidya_james,18.2597810982,4.54149164837,1,4,5
jesusisking,18.2425746549,6.14038984196,0,2,2
tangpootie,18.2324045501,2.52637649079,5,12,17
blues,18.1874960602,4.80990360288,1,4,5
xlax,18.1874527175,4.71791538095,1,4,5
elmustachio,18.1178019254,6.11091424803,0,2,2
polarbair,18.1088484,3.42934870813,3,6,9
jdeezel,18.096134607,6.31705839702,0,2,2
shawarma habibi,18.0847842307,3.43007514233,2,6,8
tylenol jones,18.0758497583,6.32077271178,0,2,2
avian,18.0712867461,6.31842389736,0,2,2
erk,18.0475218268,6.31009962984,0,2,2
warmachine1919,18.0428187692,6.46387437135,0,2,2
sweaters,18.0428187692,6.46387437135,0,2,2
chi-fence,18.036809067,4.39262254542,1,4,5
á1,18.0300893101,2.58432940816,2,11,13
g-rabbit,18.0254077256,2.54063691966,5,12,17
drhino,17.9980023599,6.32119878345,0,2,2
astropancakes,17.9980023599,6.32119878345,0,2,2
snack?,17.9980023599,6.32119878345,0,2,2
yam$,17.9980023599,6.32119878345,0,2,2
firefly,17.9980023599,6.32119878345,0,2,2
jpoptosis,17.9980023599,6.32119878345,0,2,2
albinosaurus,17.9829924851,6.07981880581,0,2,2
lights,17.9722012086,6.29535962389,0,2,2
beaver,17.9564848443,6.3115571796,0,2,2
elu,17.9074006064,2.86437381102,4,12,16
armagreggon,17.8975535511,3.49232440403,2,5,7
frame,17.8795899396,2.37951392868,4,19,23
ebay,17.8407852112,6.26851580688,0,2,2
bc_burns,17.8270005524,6.29388615473,0,2,2
jfm,17.8270005524,6.29388615473,0,2,2
dhir,17.8270005524,6.29388615473,0,2,2
legoman,17.8270005524,6.29388615473,0,2,2
mulkster,17.8270005524,6.29388615473,0,2,2
chaos pro,17.8270005524,6.29388615473,0,2,2
akiva,17.8270005524,6.29388615473,0,2,2
armor,17.8270005524,6.29388615473,0,2,2
espparadox,17.8154314719,1.65857145094,11,33,44
pajhomas,17.799397675,4.27782955674,1,4,5
massimo,17.7929138053,5.80630293942,0,3,3
austntatious,17.7829509186,6.06931121416,0,2,2
aerodet,17.7626693932,6.38009936753,0,2,2
jello,17.7598576448,3.26194159727,2,11,13
nadamoor,17.7571849257,6.26686880382,0,2,2
brambramjam,17.7281304498,6.03039661814,0,2,2
tehz,17.7259504036,3.38896266726,2,8,10
frogge,17.7193296658,5.91111489472,0,2,2
jackmehoff,17.7135963077,5.86190286565,0,2,2
charlie,17.7006913652,6.02158775086,0,2,2
broonz,17.6698839946,2.08474678876,7,20,27
liam_butler,17.6673384456,6.26628461383,0,2,2
matt47,17.6673384456,6.26628461383,0,2,2
colt,17.6613529856,6.33021997137,0,2,2
ʙᴏᴅᴀᴄɪᴏᴜs,17.6441979245,3.89311799681,1,6,7
ccm,17.6385397202,4.01779425649,1,6,7
meowmix,17.6266210627,6.3460739567,0,2,2
luka,17.6239386875,3.73618149051,2,6,8
maxi,17.6227902384,6.22931743478,0,2,2
whitegrizzly,17.6211632096,6.0044317998,0,2,2
pigwick,17.6145656845,5.7986697379,0,2,2
scootieloo,17.6025155386,5.99030365635,0,2,2
general1712,17.5779881362,5.47693709977,0,4,4
coolguy76,17.5607501802,3.39884173583,2,6,8
bozz,17.559839839,6.18922189329,0,2,2
jollie,17.5463577994,1.68953022439,11,34,45
blank,17.5269841039,5.98245346039,0,2,2
the drew,17.5267640846,2.43982127081,4,16,20
rodan,17.5167074005,5.80608254359,0,2,2
leet,17.5101028793,4.19115218161,1,6,7
gambit,17.4724485757,6.03130753421,0,2,2
maestro,17.4681984749,6.2394819151,0,2,2
chinstrap,17.4649334833,4.56998857617,1,4,5
mechanicalmarine,17.4524072942,6.30688568514,0,2,2
scraggus,17.4207899857,6.18548881364,0,2,2
sugaaku,17.4088983955,2.50202039422,5,14,19
catlover321,17.4084534611,4.1468436764,1,4,5
ponkapa,17.3975387978,4.12961779106,1,8,9
spammalanche,17.3808404331,5.78956623125,0,2,2
capsui,17.3711993288,4.18493946326,1,7,8
caleb,17.3674403995,6.09652789391,0,2,2
hollow,17.3322596082,5.18714537873,0,3,3
sad,17.3097710331,6.27674314988,0,2,2
jonnjonn,17.3050028059,1.60466206574,11,37,48
harmless,17.2905728248,6.22322606387,0,2,2
mikeyg,17.2894835768,5.66175718426,0,2,2
cennis91,17.2720044365,3.59646349835,1,11,12
highlyeducational,17.2602278329,6.07035824737,0,2,2
beets,17.2574844776,5.62221721859,0,2,2
louieg,17.2302184826,5.92760188249,0,2,2
juan doe,17.2249232193,6.2595773321,0,2,2
spell,17.2151669055,3.42411362999,2,7,9
caprigon,17.1897864294,5.85995409812,0,4,4
iamlazee,17.185740056,5.94441200211,0,2,2
lv20ninja,17.1780032245,3.22953728674,3,7,10
ohhhbreezy,17.1645697169,4.37309275394,1,4,5
ppdmd,17.1573329149,6.26923433457,0,2,2
holosly,17.1573329149,6.26923433457,0,2,2
beech,17.1562143573,3.35975892206,1,12,13
kraken,17.1398541025,6.28212270869,0,1,1
sunkin,17.1391075866,6.24032360265,0,2,2
superflopp,17.1368677043,2.65170976439,3,9,12
master j.j.,17.1358355436,6.24039459921,0,2,2
jgly,17.106151725,4.23990803021,1,4,5
starcutter,17.1011463592,6.0665411989,0,2,2
driftintheabyss,17.1009098272,6.2415552758,0,2,2
amaya,17.0988004859,6.241919664,0,2,2
dinner,17.0933637711,6.08039702859,0,3,3
professortoke,17.0687245716,6.10829201917,0,2,2
sam,17.0659865662,5.90317544352,0,2,2
pale,17.0512296977,3.43089327323,2,6,8
zarfon,17.0353081779,6.09705358847,0,2,2
hotsauce,17.0321729759,2.93797588683,3,8,11
ravioli,17.0284430048,6.30597887962,0,2,2
mr_sharpie93,17.021854216,6.22090893961,0,2,2
second boss,17.0152182239,4.80073610873,1,2,3
black rob,16.9946507075,6.21682728317,0,2,2
drlight,16.9870335546,5.93536565379,0,2,2
sianvar,16.9633446681,6.49717447875,0,1,1
giggitoxin,16.9572689606,6.19807969429,0,2,2
myroknpancakes,16.9555780269,3.33309761267,2,8,10
kastakatter,16.9544687841,5.64465623214,0,4,4
15(ichigo),16.9273178368,6.23983584333,0,2,2
sambook,16.9273178368,6.23983584333,0,2,2
beekle,16.9273178368,6.23983584333,0,2,2
miles,16.9273178368,6.23983584333,0,2,2
waffles,16.9273178368,6.23983584333,0,2,2
irish,16.9273178368,6.23983584333,0,2,2
j,16.9273178368,6.23983584333,0,2,2
dd,16.9273178368,6.23983584333,0,2,2
abc,16.9273178368,6.23983584333,0,2,2
heisenberg,16.9273178368,6.23983584333,0,2,2
grraffe,16.9273178368,6.23983584333,0,2,2
muthaluva777,16.9273178368,6.23983584333,0,2,2
raxcity,16.9273178368,6.23983584333,0,2,2
gaymer,16.9273178368,6.23983584333,0,2,2
shadow light master,16.9273178368,6.23983584333,0,2,2
qk shkz,16.9273178368,6.23983584333,0,2,2
red,16.9273178368,6.23983584333,0,2,2
paper tiger,16.9273178368,6.23983584333,0,2,2
rickter_scale,16.9273178368,6.23983584333,0,2,2
uh what,16.9273178368,6.23983584333,0,2,2
draxsel,16.9273178368,6.23983584333,0,2,2
yuxminato,16.9273178368,6.23983584333,0,2,2
umi,16.9273178368,6.23983584333,0,2,2
azzy,16.9273178368,6.23983584333,0,2,2
sfgman,16.9273178368,6.23983584333,0,2,2
searcher,16.9273178368,6.23983584333,0,2,2
tuna,16.9273178368,6.23983584333,0,2,2
edwin...,16.9273178368,6.23983584333,0,2,2
deku,16.9273178368,6.23983584333,0,2,2
digital cannon,16.9273178368,6.23983584333,0,2,2
d-tek,16.9273178368,6.23983584333,0,2,2
zurdo,16.9273178368,6.23983584333,0,2,2
jazz,16.9273178368,6.23983584333,0,2,2
themickeynick,16.9273178368,6.23983584333,0,2,2
sunshine,16.9273178368,6.23983584333,0,2,2
riseup93,16.9273178368,6.23983584333,0,2,2
zombieheart84,16.9273178368,6.23983584333,0,2,2
aubfox,16.9273178368,6.23983584333,0,2,2
theycallmechris,16.9273178368,6.23983584333,0,2,2
bearrimshot,16.8930082305,5.10179797121,0,3,3
jojohnson,16.8847446083,5.91443560749,0,2,2
dexter,16.839903864,5.72358265513,0,3,3
krutchby,16.8366823264,6.18674458762,0,2,2
shyguyking,16.8278588736,5.63034924809,0,2,2
bunnyblast,16.8164815237,6.1927063121,0,2,2
kohenbro,16.8078355606,5.51238629639,0,4,4
castaway,16.8048785331,6.06752345676,0,2,2
m2cain,16.7880607121,6.19335774512,0,2,2
halqery,16.7876947692,5.27460913524,0,4,4
babycakes,16.7802622941,3.37489959916,2,6,8
trogdorbad,16.7801917306,4.70755790954,1,2,3
mookie,16.7790762933,6.17549228699,0,2,2
sabe,16.7712052572,3.20274526257,1,7,8
comb,16.7686167815,3.52308750988,2,7,9
superduperfanofboom,16.7666227916,6.17256403512,0,2,2
robslabgod,16.7628618487,5.72732565238,0,2,2
vex kasrani,16.7461775876,3.46523062907,2,9,11
keychain,16.7200670824,3.82987333613,2,4,6
saltking,16.7041564109,5.18692971223,0,4,4
jungle,16.6691833775,4.84529178943,0,7,7
jerzilla,16.6612408912,6.01798349036,0,2,2
rockmix,16.6388514883,5.94206707005,0,2,2
rollock,16.616797382,5.42615040578,0,3,3
silentknight,16.609691351,4.36384328756,1,6,7
sven stormbeard,16.6034864461,3.56579478208,2,6,8
scott,16.5972710002,6.15290821858,0,2,2
chibama,16.5746360227,4.23776089441,1,4,5
falker,16.5673739108,3.31000609897,3,7,10
jpeghero,16.5542790113,5.72001128222,0,3,3
madara,16.5422506978,5.28703986266,0,4,4
instacover,16.5173598147,6.03304199256,0,2,2
ejmp,16.4965744596,6.14530357824,0,1,1
dmolz,16.4944034609,4.97088534466,0,4,4
atari,16.4736543447,2.46546665843,5,15,20
lunarnova,16.4689013839,2.03160136915,6,32,38
curiousplaces,16.4686400239,5.98022918707,0,2,2
jedipanda,16.4647915137,4.78519132867,0,5,5
nnaughtydogg,16.3737904301,5.12906693269,0,4,4
bogmyer,16.3677235569,5.87555636419,0,3,3
magfmur,16.3354417012,5.811464978,0,2,2
nuggz,16.2888874638,3.6111937175,2,10,12
recneps,16.26011104,4.30110440634,1,6,7
mattatari,16.2268292427,4.35318512134,1,5,6
dr gibs,16.2021899007,5.23131951349,0,4,4
dinkleberg,16.1387773869,6.1112748168,0,2,2
thegoat,16.1110336081,6.0577218926,0,2,2
rocktimus crime,16.0992903732,4.77460142995,0,5,5
lord horatio,16.057460515,5.55651416398,0,4,4
i use tap jump,16.0315557336,3.71908158904,1,6,7
bill,16.0273711526,3.87098597951,1,6,7
jedisalazar,16.0199757813,5.71550570122,0,2,2
scruffy mcwonder crumpet,16.0175737446,3.29149223068,3,7,10
frog,15.9965808401,4.49530087768,1,4,5
bluey,15.9662824848,5.3649647263,0,4,4
bennypuff,15.9431417749,3.52772370148,2,7,9
elitescoringguy,15.9254168757,2.56529306155,3,14,17
duma,15.9087217116,3.61535621703,1,8,9
redwolf,15.8831330222,5.97846405882,0,2,2
noelkitten,15.8731505615,5.65452520089,0,2,2
mrkymrk,15.8710956831,4.78032213274,0,5,5
eclipse,15.869399921,5.17879421218,0,4,4
yolft,15.8318461526,2.41305856615,2,21,23
12ties,15.8310847325,3.47774204364,1,5,6
thedarkdreamer,15.802391653,6.01484204148,0,2,2
codytappen,15.7853216507,5.6088576584,0,2,2
lampyshade,15.7844659241,5.40867968261,0,4,4
jackkenney,15.7585225492,5.64899828726,0,2,2
blahguy,15.7454563257,5.81008494948,0,2,2
lloyd-black,15.7316993222,3.58247607771,1,8,9
turquoise,15.7280380596,3.26425063634,2,7,9
vondo,15.7240700032,4.72021122034,0,5,5
2%gay,15.7132141923,4.07071667017,1,8,9
spaz,15.7082057723,4.19170770288,1,4,5
don,15.7073341492,3.55900760284,2,5,7
twunt,15.702085813,2.91263246159,2,13,15
norwayray,15.6835431236,5.25368994556,0,2,2
dk dredd,15.6475640437,5.91830761396,0,2,2
mm720,15.6466638313,5.58367614202,0,4,4
kobra,15.5968343475,3.16495075379,2,11,13
uncle onion,15.5522960143,5.93876560258,0,2,2
katiebug (sfk),15.5257668944,5.60340187496,0,2,2
tydye,15.4962095478,5.71435404844,0,2,2
bennyboy98,15.4862446417,5.96174045904,0,2,2
swankeaboo,15.4672023153,4.83931128458,0,6,6
shimshamlando,15.4369995966,2.30795924738,4,28,32
lou sanus,15.3809767544,4.5666113781,0,6,6
fmaj7,15.3793071381,3.88108056486,1,6,7
t-bone,15.3742337921,3.41401078122,2,6,8
mzadeh,15.3367085939,5.22447467963,0,4,4
peacemaker,15.2674983855,4.37762292747,0,6,6
tanuki,15.2414745664,5.77050178339,0,2,2
lvl99wizard,15.2301734611,4.90263121072,0,4,4
tron,15.2082890811,5.60704939094,0,4,4
mariokartmoney,15.2023991933,5.46979181665,0,4,4
vnko,15.1940074153,4.14610870276,1,4,5
ir,15.1925746877,3.9018658966,1,6,7
godspeed,15.1675586068,4.06536906148,1,7,8
kezzup,15.1390907743,3.62834703633,1,8,9
bagel,15.1356957542,5.1963265951,0,4,4
dude wut,15.1247812655,4.50987850688,1,4,5
thisisgettingold,15.115537955,5.93072884891,0,2,2
wiseacre,15.1081384418,3.57139739676,1,11,12
bung0o,15.0861921012,5.20344175089,0,4,4
zbomber,15.0451664486,4.94094957592,0,4,4
warhorse,15.0451430566,3.76764605288,1,6,7
rumi1819,15.032520988,5.2518568278,0,4,4
fry,15.002176525,2.92542400536,2,13,15
dyo,14.9962823249,3.54210382331,2,6,8
dr-wumbo,14.9839655426,5.50492602216,0,2,2
ceephax,14.8595237801,5.78946898394,0,2,2
captainpugh,14.8463641402,5.5289679154,0,4,4
hufff,14.8461070227,3.63029316025,1,6,7
fig,14.8379883515,5.44294090835,0,4,4
adulix,14.7935449934,4.99541774313,0,5,5
meccs,14.6959721634,5.01921432148,0,5,5
bchill,14.6683971832,3.20818046751,2,7,9
snoosnoo,14.6669504422,4.23920453613,1,4,5
feartheday,14.6093609234,2.8822301596,1,18,19
cnasty613,14.6054060097,3.46157290119,2,6,8
kevorkian,14.5897236372,2.82559100835,3,13,16
showtime,14.5887361904,5.82355811529,0,2,2
bear,14.5885031086,5.31724245585,0,4,4
drunkn smash,14.5534941834,4.50693640475,0,5,5
goofinhiemer,14.5138568615,4.98917492594,0,4,4
midgetto,14.5060420245,2.31117671018,4,18,22
fmax,14.4895155373,5.50407742618,0,4,4
dennysgrandslambreakfast,14.4881067121,5.16725848198,0,4,4
marfthekid,14.475981024,5.52612044732,0,4,4
yaks,14.4266473094,3.69175440413,1,8,9
hiddenmi$t,14.3565516921,4.93835050604,0,4,4
ngwn,14.3404746879,3.40091379906,1,9,10
cag,14.3368913197,5.13462413617,0,4,4
armadillo,14.3347622673,4.55669581071,0,6,6
ryden hope,14.2910190469,5.6998136168,0,2,2
auggie,14.2389363489,4.08007823156,0,9,9
sevshun,14.2367949633,3.41253143494,1,9,10
rhubarb,14.2328761917,2.40278897499,3,18,21
usvn,14.2264165195,3.37315367248,1,11,12
spaghetti,14.2181527533,3.01952759252,1,11,12
cgmontage,14.1785356296,4.15735379647,0,7,7
fj20,14.1136191561,3.17555759344,2,7,9
primefry,14.0887548349,3.06664447785,1,11,12
chacalaca88,14.0618361298,4.51745322906,0,6,6
hiv+,13.8937762603,3.40145373315,1,8,9
myk,13.8626267077,5.36647171848,0,4,4
edgar allen pwn,13.8505261073,3.61735402696,1,10,11
oquinn,13.8470837684,4.40153378229,1,4,5
chibaco,13.8469276725,4.24057856111,0,8,8
telemonic,13.8421390478,5.11102939293,0,4,4
road-rage 64,13.7973496136,4.50238582267,0,6,6
turtle,13.7797127898,4.4008125827,0,8,8
bort,13.7157881423,4.06114831604,0,6,6
rich,13.7007160926,4.94211244526,0,5,5
mf space,13.6950908639,4.7319683007,0,5,5
kronk!,13.6708895252,2.63612715694,2,18,20
frapple_apple,13.6654282722,3.50493192227,1,7,8
scruff,13.6055911649,4.97176045869,0,6,6
mattc,13.5958064028,4.33179617236,0,5,5
lotionhole,13.5877893449,4.41863786612,0,6,6
mike4real,13.5864551055,3.33642494603,2,10,12
bluntsmokinganusdestroyer,13.5614865784,5.34982498022,0,4,4
cat,13.5100554597,4.71980783012,0,5,5
hashi,13.4997171052,2.43764528938,3,22,25
whiz kid,13.4212074591,5.16852123362,0,4,4
blanco mano,13.4015177081,4.59893174621,0,5,5
scaryman,13.3668329574,4.32703399476,0,6,6
heavy,13.3666787603,4.15893933057,0,5,5
ben,13.3632972971,2.54992200013,2,16,18
woof,13.2208606529,5.01298816141,0,5,5
gato,13.1992338743,4.418841289,0,5,5
hwatts,13.1778363574,3.67364436067,0,13,13
dabs?,13.1778232567,4.09533295753,0,9,9
mop,13.166837525,3.27951038642,1,8,9
neff,13.0963279162,5.55821322955,0,3,3
sour,13.0128843908,3.75374918999,0,10,10
oldiz,13.0109966275,5.11792024559,0,4,4
greatwhitebuffalo,13.0058296911,4.66084691881,0,3,3
godofgrunts,12.9891988686,4.75846896551,0,7,7
brother quang,12.9025426825,3.33492689741,2,8,10
lotus,12.8993038343,5.4772260238,0,2,2
weslec,12.8971991285,3.74884546984,0,8,8
zorro253,12.8830677072,3.25210131447,1,10,11
monica,12.8133167623,4.5803659133,0,5,5
boogie!,12.7715394391,3.01436416914,1,14,15
nardwell,12.7024403405,1.87898738218,6,45,51
twisty,12.67877563,2.58130818246,2,27,29
rokd,12.5686934827,4.60696435048,0,4,4
jimbot,12.5261010076,4.50079562529,0,7,7
phynque,12.4633140889,3.45410317566,0,12,12
atlas,12.4377098182,2.96880655089,1,13,14
gasmask,12.4337537853,3.91517746881,0,8,8
tyler_stewart8,12.315264538,3.60317440904,1,6,7
fabulousboy,12.3098085824,3.83477484469,0,9,9
terrible fate,12.2806335698,3.52122425275,1,12,13
putpasswordhere,12.2526491771,4.50520273441,0,8,8
ohb-noa,12.0949622758,4.13515953987,0,8,8
neph_girl,12.0914061653,2.9503011347,1,14,15
lolitaz667,12.0471665372,3.33051881552,1,8,9
doublej,12.0446017086,3.55594718657,0,13,13
b rod,11.7960972506,5.01545162823,0,5,5
jame,11.7085715731,3.36639786253,1,10,11
syph,11.6957705692,3.6283111535,0,9,9
little things,11.6541874576,4.01007411226,0,7,7
nicklebackair,11.6199720233,3.50528139374,0,9,9
whitezebra,11.5326866456,3.57941069248,0,10,10
mambo,11.4461689339,4.89573239612,0,4,4
half man,11.4022044164,3.67156604612,0,8,8
microwaved hotdogs,11.3755618066,4.09959040875,0,10,10
baloo,11.3372645076,4.4882581202,0,5,5
t3rquoise,11.3114200218,3.83471555955,0,10,10
stormcrow2,11.2875346102,3.47025352882,0,9,9
ranger,11.2359287385,4.06892267302,0,10,10
reject,11.0811949712,2.51298680155,1,27,28
mello,11.0141704976,3.16548533231,1,16,17
qwesseccssffdy,10.9105207928,4.93788158282,0,4,4
stevenballoons,10.8836784392,3.14305496382,1,9,10
jerry bean,10.7557394216,5.18052624163,0,2,2
2p,10.5300584678,3.31686574744,0,16,16
knothy,10.5213111933,3.6261892397,0,12,12
ceec,10.4817963984,3.43608175633,1,10,11
brizzles,10.3913486365,4.01689115232,0,8,8
lloyd.,10.1723066681,3.64489588858,0,9,9
